eigenCoordinates,labels
"[-41.88399073636536, -46.26867071308675, 73.20480317810663, -22.01237824517195, 56.77486549971287, 25.727275537830273, -22.445528755071223, 79.48189224957466, -42.45152520995051, -79.04242963569384, 60.33346966968086, 49.14217988542081, 1.6350243861100697, -21.222501503037268, -56.26720233350033, 28.25337405537824, -68.85809487098996, -130.51657514850507, -70.60447361306821, -47.747268899655865, -27.855159090012968, -112.20104091269322, -3.120047270459949, -22.557127201261242, -67.38345146406334, 13.619057802609234, 6.059498862731871, 75.19039581037298, 9.93532519698141, 37.20335905749415, 104.3377076744271, -41.96426667083977, 1.358184732902921, 70.61323241010952, -46.61435765132686, 9.625692376613308, 32.100260055997474, -41.28568726198808, -65.29451328166488, 83.79844535124838, 18.28014486372369, -22.025565511904293, -89.43567815946709, 34.05501850611668, 112.63395235381464, -11.01194500643227, 8.616936641434037, -34.290837420786076, 84.73415327224123, 56.458874514687544, -80.94342092721608, 22.66603028562507, -33.50177027527674, 22.945245397068284, 33.08402659549651, 64.20633507968716, -17.06215117836347, -33.17253934513184, 25.95427518022842, -28.897231697544854]",person37
"[-32.57911958780042, 26.208746407847414, 39.607493233743696, 47.082952697589846, -1.9877031771427198, 8.614562412838746, 58.561222002320946, -23.0612451027625, -23.20450806739656, 10.682129438351591, -109.3627806118576, 4.226862972951979, 1.8242293459556578, 4.4672002837237255, -17.054365312323068, -40.060833234901175, 25.210110937528842, -5.676371707182014, -16.118050325782264, -23.52841937366321, 34.72325962014642, 36.18077416510135, -72.73260471516613, -19.550677083076188, 50.45498688041249, 35.152846351199535, -64.58950073894606, 39.26206757154959, -43.72608065550013, 33.48270448551591, -30.151130368388493, 31.230701661968755, 28.25471327846841, -34.23376994632301, -38.11121401411758, 10.065409791520906, 10.045940189204927, -36.07447744532482, 1.2073610869905638, 47.51981201539101, -5.487463704873356, 23.564514917804672, 14.285061133619346, 33.78247486635454, -15.014982955754604, 5.63856156133313, -26.84209847018638, -9.90147468831399, 19.361268307781945, -105.86660302738954, 6.998700797440298, -13.860745841211692, -16.07238245346792, 15.971429063557633, -24.143007360118364, 13.87523700627707, 76.72894701807793, 12.628392795520963, -39.90187243208309, -25.275742385791997]",person18
"[-53.949226362816546, -122.07687532322653, 46.460929573531914, 47.303121030716156, 57.743173033817214, 17.744876228995704, -32.14981271013496, 8.170234329658037, -79.03985945368422, -39.90242156389017, 86.94210882094154, 88.81458066856018, 22.41954435759146, -59.467272930919435, -45.06721390523694, 15.986426223763496, -41.85661967021128, -35.955582438232994, 1.2395960723257509, 34.14466229916094, -96.54366759665255, -35.8418043857931, 67.49506959723726, -0.3687874025860509, -46.59653535347245, -47.582158310734954, -38.82169180321946, 46.49587566918179, 101.36104314964152, 29.011570755468703, 56.45707052991049, -4.508784015571983, 25.6294477163194, 30.730275292228363, -24.986747282238632, -14.408355269003732, 29.44425807415928, -126.69899831137606, -17.970162182584154, 44.69984915288396, 22.456259488412076, -60.28928166601008, -95.82389209116494, 17.635382994512895, 17.043076901124813, -59.579330648259194, 97.1339414119902, 34.11875257847743, 60.71763883223353, 126.24291000556937, 14.637991477048942, 19.923666395031148, -10.80665271648815, 39.35637772396204, 81.21007224495885, -32.48054383512208, 6.8228452184991575, -20.17772536709853, -3.5389195733216994, -32.54864294394241]",person47
"[-65.0059631869355, -42.20490175952784, 17.33200322129094, 60.11234080824854, 36.119369255242, 72.67822742004746, -8.765830996311884, 34.55761298297559, -69.7955612339334, -63.97729771038175, 57.794509524676904, 45.8260495088965, 14.651492650717472, -43.19080698601124, -96.89567084688962, -26.0709823836104, -77.38454156182581, -14.038481158454752, -84.72004552298836, 1.7966778426102987, -106.81095237012234, -114.76948450527563, 1.7870952476028492, -37.425364551835, 12.42793550471633, -60.58679610658235, 15.646709651896469, 27.012199831333675, 8.799568471710431, 58.91191395883391, 130.27185791193926, -94.00843576075144, 22.53998994803753, 58.00869346108345, -18.41389186485452, -21.081061696354883, 94.07127782360241, -133.71560262695408, -46.986721858804756, 44.81680195013986, 35.29465951636097, -48.36304919255039, -123.52805209359246, 8.651444475939435, 105.34393617644722, -13.58573636541038, 45.70698148002791, 9.889901065214023, 82.64977919194935, 52.81503651304966, -53.23892897759752, 5.511110733560415, 3.462157789042152, -1.6125791025487493, 17.068235450732118, -18.800326546127, 18.373986935993713, 9.619977701650626, 49.96962143173879, -63.69627393323933]",person37
"[-97.43634185370713, -116.43535551254574, 175.50539622095926, 42.795554151540586, 96.2699071952022, 5.550870330288838, -58.56832870895256, 47.15171122113237, -11.360413072680295, -77.51435939628813, -23.72157065615152, 106.64108841643757, -64.25711841308447, 11.37050812825484, -72.4461984276387, 12.534276846341566, -4.686474999592263, -178.79733778558733, -16.38218502276694, -34.59303453327522, -35.41882120024333, -102.70560663564257, 76.98672118652561, 29.030686157032786, -110.04875722502118, -61.260970375410906, -4.003019903458771, 132.99987725019423, 16.037673235175905, 75.9918568364387, 102.20795625824533, -93.96966543384625, 4.858752743222709, 98.81224352868438, 27.471924294147303, -59.351184724448046, 49.55191597405899, -117.59211228330037, -69.59023706202014, 127.2439390333313, 42.978859005652865, -54.780147516993146, -85.05359217395407, -83.68826941225362, 78.84126435757327, -31.634538513822736, 52.669632078626776, 26.329746129266955, 137.29512916466982, 83.6237466787115, -11.448454289381608, 0.45873957626633555, 34.672126341957295, 11.782742202256635, 98.70283839272028, 136.29797623887583, 83.28402925829602, 47.388049204506686, -30.91247947566972, -49.121454659991]",person65
"[-56.55275847621434, -37.942139778012084, 61.07356876404867, -57.24488711741475, 36.01990980945281, 5.733257958942048, -17.94333961800997, -15.115043609495551, -30.719747620927993, -53.481685528390265, 135.85019807153802, 10.325053989150973, 2.4155521956914363, -176.85713182789416, -93.55482452438508, -131.36340401897252, -196.45648819992624, 102.06652159292312, -179.04905119704813, 52.826345785888016, -35.12458236971767, -3.983264300524098, -48.09372260252511, -18.257260617937334, 52.561480098681024, -72.8404721707065, 87.70339119685617, 20.442010877431812, 81.77847059984163, 93.25292839731135, 55.25110827541208, -94.45927682636946, -10.2575138143105, 18.84099405279616, -17.57848641067342, -56.73027085499579, 16.901159075667618, -127.05403077744012, -85.95998829747415, 76.41139026123719, -63.702796877765955, -16.091136795461885, -43.74598178495647, 41.614121272833856, -29.52551980548171, 19.74911968682889, 20.97882272953447, -10.528206575162876, 14.247095375402584, 25.950343132429637, -36.24168218635453, 12.449073579858327, -47.62364265949993, 85.56635646637498, 41.77965961544663, 59.22359714542891, 48.50227894601501, 3.0241738157312525, 52.928523494353456, 67.28565156109512]",person46
"[-34.50396075285529, -114.7596180530389, 52.68397672211683, -39.5739255455052, 19.02611454807908, 73.74133470925486, 41.72589687329298, 29.574772073573683, -47.59166923524776, -5.3325344444158915, -30.761075697094547, 40.126126193943435, 23.76502481901249, -48.56004283313777, -39.51285354762479, -0.19097822688096144, -50.377711152851546, -36.828782490423535, -83.28382942887148, -74.479109462316, 12.771321287660506, 41.24485036684564, 73.69210518937702, 78.31945486733406, -59.094196372903404, -52.58682050280787, -41.1956108837305, 72.92237950841655, 45.22396419794925, 72.43345093526275, -9.65491018616185, -36.713963660142866, 8.81704271632749, 8.225317727520231, -26.66624176636323, 9.25636861269825, 51.03882538001471, -36.989286387949036, -91.67867146660458, 57.17039837779297, 5.147750203454426, 12.312836962656696, -122.86164763509741, -61.91606930316873, 62.16507780647351, -58.67538683720028, 15.456901291026618, 87.0073518624349, 78.47813788516433, 61.12204242762489, 43.06960981842874, -24.70653165960757, 13.644001135122448, 136.69412081721256, 33.09041871674024, 1.5001651157636786, 45.6594418624555, 40.79341849214329, -1.5380831327285236, -31.880617171217068]",person19
"[-59.78448129098736, 17.7337803428005, 93.532734843175, 104.07072375350769, 18.884081315870326, -29.350162719623313, 37.926223617382306, -7.495772094458246, -27.342182290092268, 65.43258916834361, -12.221165465800139, 81.35355622384552, -19.04704670167854, 69.81007049417961, -43.294535291798205, -34.63799413317602, 5.634053679757189, -76.14173814423059, -107.34216343586013, 38.83175298390775, -41.31152285095648, -58.09974722153385, -4.70388634513084, 57.82842735824716, -67.96101946197857, -66.53707927421218, -21.84300904715824, 61.52960229210993, 44.384525851351725, 63.72613255097701, 31.8296267063301, -11.899440966947152, -40.673518286080395, 36.27577666501783, -94.79942562053111, -24.235581579230196, 51.435010337682286, -115.18370080990894, -48.77741935419746, 88.88201827969944, -58.825043254150756, 7.291376813943501, -53.92228115363919, 18.79712198065645, 87.57182475484902, -29.6497284196211, 40.28161098679544, -27.624794146173457, 149.45541261078878, -10.710482981121679, 37.072304907398696, -1.2686574936809887, -42.50640692012958, -46.18174878198264, 73.71095469446188, 74.2177221651713, 94.69198968995096, 50.25530981436873, 16.12015411626752, -22.589135080648468]",person69
"[-113.9631604770901, -101.35935013428649, 57.862138665996355, -53.623815253989626, -7.012416486480422, 12.333244086114542, 4.725421352887837, -21.289061373488217, -115.02454969223453, -37.09619769634624, 104.24698784869312, -15.940421547555744, -7.926813297063177, -111.87002460164342, -18.27692459971169, -4.059256457338536, -117.39311592931291, -42.76010466333926, -43.29752770289365, -39.91023331099416, -39.534528556627976, -17.127392341353328, 37.62911488754074, 47.121374445033894, -17.640426049191944, 46.69053201959432, -4.0083287760814645, 33.724904190639414, 76.15439649237837, 118.85510373130182, -22.471148383944424, -72.97252047228993, 25.7159934878363, 22.714288377437168, -21.805005072494044, 5.412611920569621, 40.80478833061724, -83.62664150134424, -30.62402960354615, 13.736525215325784, 37.09043458260594, -50.25537052341372, -79.4699274993192, -31.79672852844432, -19.90784865693993, -46.260757558426995, 64.27671015359199, 24.098200199271382, 7.59816392806453, 74.74851019140665, 44.7937855919789, 36.75517817273281, -67.33674753280555, 23.203889065022786, 17.21454834852961, -12.612023244257262, 74.53004007926872, 11.38149960134765, 25.67520124974327, -29.480583252534593]",person7
"[-113.60621277455363, -121.02083245074772, 107.88710984872984, 52.41818746687977, 87.26226413119225, 37.336754711600534, -26.486044434453003, 65.71677742791623, -31.323337264911288, 27.499860230716678, 16.137215267448443, 63.542389552769414, -54.40061929870304, -26.28515573540439, -73.13446416631052, -14.95416701308383, -32.8467883554348, -151.413312188803, -50.22786120113127, -41.586795034907894, -53.40092447278042, -39.35046751467982, 37.607878322670906, 24.50726587798506, -148.3794625753558, -75.78205213217657, -8.726895398059327, 153.5465975537251, -29.716091384709657, 94.34203460288212, 87.08690613313804, -102.47942696514576, 11.38392045788054, 30.842987695793017, -4.8152369150098195, -20.96626647619876, 82.58911680723537, -113.80213423619468, -121.68942392714614, 68.656992848378, 27.08983075776578, -47.60247941290583, -71.84316882063635, 31.98538425301954, 84.1702320008009, -26.164129802900383, 35.186627380864905, -79.87694416062925, 155.5367841430192, 67.83551907670787, -28.818093909717746, -50.13268239369442, 19.83453496806775, 14.824070201314113, 82.87699357013102, 74.54762949229723, 20.72706913839165, -10.11164069348722, -9.462934136277548, 41.77473009934702]",person3
"[31.682239128804696, -81.55123159957388, 63.63958149529138, 133.08276717464426, 35.378465115659864, 131.99215563656622, 53.11481533791337, -6.072391444940498, -36.83079760997628, -86.02016889523742, 50.6455694028255, 65.77733137112409, 3.662853658801332, -7.683114378203488, -81.85312231730356, -39.659150255336385, -9.280904146306552, -100.433377348184, -25.433317902697333, 36.54331306304775, -87.40631306193276, -7.198434048030952, -33.76835465450414, -66.53165599228521, 3.909194503475211, -37.56666417961296, 21.80016887253338, 41.12529270416099, 72.7614711795263, 70.50039125433179, 101.70954519813677, -84.90840108122426, 34.259332669581944, 73.1635072158393, -12.562772235639855, -25.400069974083078, 50.982141002298604, -138.11203481228966, -54.28535348628438, 76.64671508503875, -22.897676206572594, 11.304889547317355, -62.99578769206009, -99.73701264911861, 85.04205303320842, 29.853987709815886, 60.31653079965012, -7.9910119072330765, 104.4529326956075, -32.10912767776847, -25.980819595291194, 25.90315629175234, 1.935276032109, 0.8581569794123531, 36.994826669032136, 3.4869055137248823, -6.068718043109435, -67.33730763640365, 67.44991450857499, -55.16765137745115]",person4
"[-56.91331035698725, -0.46540467685967357, 99.2600225700122, 98.40495564963848, 22.76590701147857, -13.93854453035942, 14.389136849020957, -34.29682341600742, -15.117733351577773, 69.08776826201591, 8.497376474149013, 97.5995420613753, -11.893919688891193, 78.2874610443893, -22.24848962946026, -41.86063866987621, -0.8296727054502879, -88.45309572079687, -121.76182003706663, 36.77829446247499, -22.654182539755496, -58.88320651097743, 13.849560804137514, 39.107189074470185, -73.36712479632419, -36.20954679545076, -6.1858283376021, 60.78854445246502, 14.850090025023373, 53.59775921841057, 45.41948273867797, -22.465811720906835, -33.94707078398699, 11.611768366840828, -66.68882729944346, -15.263729068675376, 60.122584821266756, -106.69572533630263, -53.37618032106051, 56.33736831370166, -34.915062595101986, -34.02579360979054, -95.61045037042422, 27.762783812211786, 99.24728904169172, -22.992363004709425, 3.2489650032499284, -27.841484240533042, 125.86722101513364, -24.299176334396297, 22.545739607484602, 2.7463406621114146, -40.952836524745194, -27.731619416693107, 54.91540023994976, 97.6053873835451, 58.3041520104769, 37.94040435994776, 2.0075459913682607, 0.6074081977038048]",person69
"[-78.84756465541724, -20.093627871849687, -29.22495701183366, -75.71544317399021, 26.429574915846665, 9.801006158628887, -68.08052873173573, -12.84041780592959, -120.83969550021935, -67.65696591684687, 156.37003182382023, -62.35916417342443, 35.97543341590067, -107.91387095589971, 4.8767752552814905, -25.544613992141397, -86.66036938082478, 16.15877282094506, -68.8180278232614, -20.617562450526094, 1.2076071748737576, -2.3937902430003213, -26.653607939843717, -67.64755586046044, -23.431229512040687, 70.14609314856595, -11.694271396129608, 16.507727632532465, 42.60469170175497, 140.30643865072432, -28.27977244158314, -59.37505401203877, 63.80769992536775, -28.654703885420215, 21.561728205512978, -6.5580669085164836, 73.70400264609717, -23.146303287221112, -49.43937056112509, 41.40078176979659, 1.769127744382244, -37.98219363473835, -141.34794613405415, -3.1706564515487656, 26.0814612850113, 11.23011766237669, 46.31598772232763, 4.006849976557241, -14.257090036839074, 78.62610769918672, -45.58794386444968, 42.26308767650165, -102.20875059702163, 37.04100167106231, 41.68935632824678, 30.22050898649185, 13.483257615849777, -16.959489751897877, 57.191628296224245, 12.553727877632042]",person58
